popularity,carCommentVolum,newsReplyVolum,all_body_Month_carVolum,all_body_Month_newVolum,body_Month_carVolum,body_Month_newVolum,base_all_body_car,base_all_body_New,base_body_car,base_body_new,all_body_except,body_except,all_province_month,province_month,all_province_popularity,province_popularity,all_province_all_body_attention,all_province_body_attention,province_all_body_attention,province_body_attention,all_bodyType_all_province_Month_label,all_bodyType_province_Month_label,bodyType_all_province_Month_label,bodyType_province_Month_label,month_model_weight,province_model_weight,bodyType_model_weight,province_bodyType_model_weight,regDate,model
312.2034333404283,55.78461251975958,663.962455639321,5637.852844289479,24394.771303902944,1969.6286800084677,15141.019726023937,0.0024843428271654703,0.006216664862837838,0.006924481784034466,0.010585802020895919,0.002639298603063967,0.006363583069216434,649758.3606666999,29534.470939395447,0.00012114265370240467,0.00280924932807736,0.0011147945610923632,0.0026099172006314366,0.0026558561703262855,0.004126568356329331,178863.627752079,8130.164897821774,69457.06727976102,3157.1394218073183,0.0001578405441420935,0.0035258055466129267,0.00040536329802652615,0.008964906168875287,2018-01-01,3c974920a76ac9c1
371.4141339957945,59.37648805055055,330.53841054698967,6550.281992250921,32586.03414192844,2307.5475494904977,18650.920224956808,0.002275310045379105,0.0022071771812075896,0.0064240135021040295,0.004046460701800614,0.00201195407617697,0.005335693082175031,835047.0134905513,37956.68243138869,0.0001120467596981038,0.002642050733006979,0.0008639855677492433,0.002195952661126526,0.002341862238396936,0.003649470197164938,103220.80474135127,4691.854760970513,33457.731059320235,1520.8059572418288,0.00015875973361969292,0.003536272808047994,0.0004886425528867555,0.010547068605422738,2018-02-01,3c974920a76ac9c1
142.0580659574479,32.95437364966777,159.18439184543163,5561.756845916644,17425.73413229778,1822.1729016376655,10479.718943739414,0.000965023998352286,0.0012739990188630622,0.002943824458286695,0.0023640958898232776,0.0008936237325668239,0.002483344945965793,447029.910333739,20319.541378806316,5.0018953695085e-05,0.0012081056995923755,0.00038590741966688583,0.0010222156798408897,0.0010708312279548524,0.001701886086193512,99398.77721227985,4518.126236921811,31823.182729699027,1446.5083058954103,0.00010326241099236207,0.0021591557133764224,0.0003219889064211659,0.006612327840092615,2018-03-01,3c974920a76ac9c1
76.72524874300991,18.812129446329813,217.17446548287825,2905.355402477624,12427.618462725648,1074.0359043101628,7266.247311001395,0.0007278464678923541,0.0016243649881477783,0.0019779940741194027,0.002725643641920512,0.0007815485738266112,0.0018977197408933137,283865.8230655933,12902.991957526969,2.986649834236019e-05,0.0007335148902176155,0.0003289535292689113,0.0007763745076403487,0.0007477830754978685,0.0011950119015085004,67163.8996654629,3052.9045302483137,22098.143658843248,1004.4610754019659,6.26452752777161e-05,0.001343914434129479,0.0001901443743040263,0.004015476154713611,2018-04-01,3c974920a76ac9c1
110.22168617181312,22.185565015479874,86.15894251915026,5637.852844289479,24394.771303902944,86.49420463925341,2218.7599319500396,0.0010242388701615865,0.001184603350355355,0.06931812221638758,0.009259996909985664,0.00044151415375695514,0.03649041132718384,649758.3606666999,29534.470939395447,4.274441377203066e-05,0.0008970569849777927,0.00019193540439303662,0.014612106479178119,0.0006110950968210661,0.01495702605339181,178863.627752079,8130.164897821774,20396.036262156886,927.0925573707677,5.892933053653579e-05,0.0012464916202634569,0.0005179695426710028,0.01183443764309301,2018-01-01,7aab7fca2470987e
138.1815614813957,12.74571772501907,531.1712638730928,6550.281992250921,32586.03414192844,129.61991561902457,1540.8196812334706,0.0004569402262692072,0.005052336028590387,0.023998993303080734,0.06563279818820825,0.00038336709827645454,0.018764287772896952,835047.0134905513,37956.68243138869,4.14477609188926e-05,0.0008940188918937495,0.000169446200684375,0.007523395954402972,0.0005995437952751715,0.007897099438072791,103220.80474135127,4691.854760970513,13228.29444474777,601.2861111248985,5.0468357648149945e-05,0.001033608704395137,0.00039407802972481616,0.008612704996712267,2018-02-01,7aab7fca2470987e
71.37937356450239,25.38704569928658,606.2297392296405,5561.756845916644,17425.73413229778,146.2952244923799,681.1241653308316,0.000685990118955078,0.006838470026731108,0.026710535332404264,0.11147905539811095,0.000492773646075987,0.01942959521932605,447029.910333739,20319.541378806316,2.4975523529570306e-05,0.0005429282554980932,0.0002065257900642599,0.007783864374084395,0.0004853895586437879,0.00803709895077857,99398.77721227985,4518.126236921811,9581.665790628722,435.53026321039647,3.07337364404777e-05,0.0005878550790980521,0.00031905961426856056,0.006008007793177648,2018-03-01,7aab7fca2470987e
48.63482436709589,7.648688548467156,15.84262785159219,2905.355402477624,12427.618462725648,48.151749852733644,759.1799293683382,0.00027538584045929077,0.0001743631675991813,0.01710226342596941,0.0017962520757560788,0.00011375766559244729,0.00946955989381043,283865.8230655933,12902.991957526969,1.8776843243692284e-05,0.00040934656476247745,5.253943412240514e-05,0.003796717985864102,0.0002420126913367894,0.003984944661875865,67163.8996654629,3052.9045302483137,5738.766562317409,260.85302555988216,2.2015443678697706e-05,0.00043840344987276607,0.0002581415042304012,0.005056227942162482,2018-04-01,7aab7fca2470987e
434.7971357657261,42.37918337172671,37.353878418394025,5637.852844289479,24394.771303902944,1969.6286800084677,15141.019726023937,0.0018479895451893246,0.00045713094605939677,0.005221475768063692,0.0010568284925898124,0.0014417227905206915,0.0040815855312542546,649758.3606666999,29534.470939395447,0.00016745949874590808,0.003744216265584045,0.000662884855209656,0.0017153453743029422,0.0026476445991259357,0.003576450949353905,178863.627752079,8130.164897821774,69457.06727976102,3157.1394218073183,0.00013886297985301645,0.0029751811422205083,0.0003555117404526917,0.007499224797370937,2018-01-01,cc21c7e91a3b5a0c
537.1681227942156,74.54121472410088,1551.21885436958,6550.281992250921,32586.03414192844,2307.5475494904977,18650.920224956808,0.0026172489290202925,0.012948451992404911,0.007291453601805947,0.023809008502115918,0.00326668980743934,0.008078765397266482,835047.0134905513,37956.68243138869,0.00016259138733765096,0.003693839538326366,0.001417762452778862,0.003335568649145398,0.0036401799120426123,0.0055342459408516745,103220.80474135127,4691.854760970513,33457.731059320235,1520.8059572418288,0.0001500444879649949,0.003280857224481304,0.0004611867178979059,0.009848752790105109,2018-02-01,cc21c7e91a3b5a0c
