popularity,carCommentVolum,newsReplyVolum,all_body_Month_carVolum,all_body_Month_newVolum,body_Month_carVolum,body_Month_newVolum,base_all_body_car,base_all_body_New,base_body_car,base_body_new,all_body_except,body_except,all_province_month,province_month,all_province_popularity,province_popularity,all_province_all_body_attention,all_province_body_attention,province_all_body_attention,province_body_attention,all_bodyType_all_province_Month_label,all_bodyType_province_Month_label,bodyType_all_province_Month_label,bodyType_province_Month_label,month_model_weight,province_model_weight,bodyType_model_weight,province_bodyType_model_weight,regDate,province
257.52219863890366,93.96421407149131,406.5795217317158,5637.852844289479,24394.771303902944,2284.561223058353,9283.909839372827,0.004166666666666668,0.004166666666666664,0.01666666666666667,0.01666666666666667,0.004166666666666667,0.01666666666666667,649758.3606666999,15451.33191833422,9.931268918417159e-05,0.004166666666666666,0.0017254247260761152,0.006725396482615659,0.004166666666666667,0.009166666666666667,178863.627752079,4400.044678263275,69332.0691821597,1649.236693268435,0.00010246746739235508,0.004166666666666667,0.0005844536928998171,0.016666666666666663,2018-01-01,上海
326.686860366646,109.17136653751533,543.1005690321406,6550.281992250921,32586.03414192844,2646.1584836893917,13446.582598810532,0.0041666666666666675,0.0041666666666666675,0.01666666666666667,0.01666666666666667,0.004166666666666666,0.01666666666666667,835047.0134905513,19601.21162199876,9.833838271538238e-05,0.0041666666666666675,0.0017251838069828362,0.0067251676925749355,0.004166666666666668,0.009166666666666667,103220.80474135127,2711.722195525189,38844.19228042907,1004.4726590161746,0.00010961523005897613,0.004166666666666666,0.0005502108068768381,0.01666666666666667,2018-02-01,上海
173.44209036277203,92.69594743194405,290.42890220496304,5561.756845916644,17425.73413229778,2196.7190555327215,7071.774392495072,0.002604166666666667,0.002604166666666666,0.010416666666666668,0.010416666666666668,0.002604166666666667,0.01041666666666667,447029.910333739,10406.525421766324,6.098669486736871e-05,0.0026041666666666674,0.001077829879715677,0.004202815683828107,0.002604166666666668,0.005729166666666669,99398.77721227985,2991.065558755769,38827.695782456016,1144.5182161196888,7.846172368189523e-05,0.002604166666666666,0.00036971774463181713,0.010416666666666664,2018-03-01,上海
122.01568573514103,48.422590041293724,207.1269743787608,2905.355402477624,12427.618462725648,1184.0845628324307,4796.809729368282,0.001822916666666667,0.0018229166666666663,0.007291666666666668,0.007291666666666665,0.0018229166666666663,0.007291666666666665,283865.8230655933,7320.941144108462,4.7300124463411695e-05,0.001822916666666667,0.0007577398326202241,0.002945246034811637,0.001822916666666667,0.004010416666666668,67163.8996654629,2000.9339713163984,26620.910842853053,775.9618886593606,5.439722545504282e-05,0.0018229166666666663,0.0002528771756916681,0.007291666666666668,2018-04-01,上海
356.3470777897343,93.96421407149131,406.5795217317158,5637.852844289479,24394.771303902944,2284.561223058353,9283.909839372827,0.004166666666666669,0.004166666666666666,0.016666666666666666,0.01666666666666667,0.004166666666666666,0.01666666666666667,649758.3606666999,21380.82466738406,0.0001368653122788702,0.0041666666666666675,0.0017417014586358587,0.006741231642941083,0.004166666666666666,0.009166666666666667,178863.627752079,3308.21612601736,69332.0691821597,1243.972546654917,7.712507792122895e-05,0.004166666666666666,0.0003751586539374758,0.016666666666666663,2018-01-01,北京
461.00468188357854,109.17136653751533,543.1005690321406,6550.281992250921,32586.03414192844,2646.1584836893917,13446.582598810532,0.0041666666666666675,0.0041666666666666675,0.01666666666666667,0.01666666666666667,0.004166666666666666,0.01666666666666667,835047.0134905513,27660.28091301471,0.00013858260928594954,0.0041666666666666675,0.0017466538209144208,0.00674644598592262,0.004166666666666667,0.00916666666666667,103220.80474135127,1985.277037018057,38844.19228042907,726.774047339974,7.999575206131006e-05,0.004166666666666667,0.00037793639103696344,0.016666666666666663,2018-02-01,北京
158.33175102455232,92.69594743194405,290.42890220496304,5561.756845916644,17425.73413229778,2196.7190555327215,7071.774392495072,0.002604166666666667,0.002604166666666666,0.010416666666666668,0.010416666666666668,0.002604166666666666,0.01041666666666667,447029.910333739,9499.905061473139,5.565349843862157e-05,0.002604166666666667,0.001061617375567145,0.00418574263666267,0.0026041666666666665,0.005729166666666666,99398.77721227985,2109.7413392134454,38827.695782456016,790.1979667640776,5.519763444640093e-05,0.002604166666666666,0.00025724116383516284,0.010416666666666664,2018-03-01,北京
101.99180725174796,48.422590041293724,207.1269743787608,2905.355402477624,12427.618462725648,1184.0845628324307,4796.809729368282,0.0018229166666666671,0.0018229166666666665,0.007291666666666668,0.007291666666666668,0.0018229166666666663,0.007291666666666668,283865.8230655933,6119.508435104877,3.950681592983296e-05,0.0018229166666666663,0.0007436395027766664,0.002930538218967612,0.0018229166666666663,0.004010416666666667,67163.8996654629,1220.5339259920975,26620.910842853053,462.10036089047355,3.3067955834013054e-05,0.0018229166666666667,0.0001572982263605504,0.0072916666666666685,2018-04-01,北京
177.6333332187869,93.96421407149131,406.5795217317158,5637.852844289479,24394.771303902944,2284.561223058353,9283.909839372827,0.004166666666666669,0.004166666666666665,0.01666666666666667,0.01666666666666667,0.004166666666666666,0.016666666666666666,649758.3606666999,10657.999993127214,6.842105601483176e-05,0.0041666666666666675,0.0017073296066360349,0.006707320601867767,0.004166666666666667,0.009166666666666667,178863.627752079,3689.499874658288,69332.0691821597,1499.919091415341,8.596042860819074e-05,0.004166666666666667,0.00030350843149746327,0.016666666666666663,2018-01-01,内蒙古
186.31507817065523,109.17136653751533,543.1005690321406,6550.281992250921,32586.03414192844,2646.1584836893917,13446.582598810532,0.0041666666666666675,0.0041666666666666675,0.01666666666666667,0.01666666666666667,0.004166666666666667,0.016666666666666666,835047.0134905513,11178.904690239313,5.62504611136339e-05,0.0041666666666666675,0.0016984263770756308,0.00669837941529597,0.004166666666666666,0.009166666666666667,103220.80474135127,2077.901791007631,38844.19228042907,821.0098647439929,8.384660177589644e-05,0.004166666666666666,0.0002968998667575315,0.01666666666666667,2018-02-01,内蒙古
101.07410696032609,92.69594743194405,290.42890220496304,5561.756845916644,17425.73413229778,2196.7190555327215,7071.774392495072,0.0026041666666666674,0.002604166666666666,0.010416666666666668,0.010416666666666668,0.002604166666666667,0.010416666666666668,447029.910333739,6064.446417619566,3.5670908916673766e-05,0.002604166666666667,0.0010619496819339743,0.004186923362967042,0.002604166666666666,0.005729166666666671,99398.77721227985,2132.292858251216,38827.695782456016,844.8084445996999,5.5855233006640905e-05,0.002604166666666666,0.00020495779359084145,0.010416666666666668,2018-03-01,内蒙古
