id,forecastVolum
1,230.64000000000001
2,304.11
3,158.1
4,305.97
5,387.81
6,158.1
7,466.86
8,168.33
9,2122.26
10,322.71000000000004
11,689.13
12,159.96
13,310.62
14,318.06
15,636.12
16,339.45000000000005
17,289.23
18,284.58000000000004
19,562.65
20,106.95
21,326.43
22,239.94000000000003
23,262.26
24,286.44
25,222.27
26,224.13000000000002
27,582.1800000000001
28,365.49
29,773.76
30,271.56
31,3094.11
32,615.6600000000001
33,1378.26
34,375.72
35,558.0
36,616.59
37,1102.05
38,614.73
39,578.46
40,860.25
41,1054.6200000000001
42,238.08
43,312.48
44,476.16
45,146.94
46,364.56
47,243.66000000000003
48,412.92
49,427.8
50,152.52
51,423.15000000000003
52,200.88000000000002
53,1625.64
54,220.41000000000003
55,472.44
56,153.45000000000002
57,400.83000000000004
58,378.51000000000005
59,417.57000000000005
60,268.77000000000004
61,268.77000000000004
62,144.15
63,512.4300000000001
64,184.14000000000001
65,292.95
66,244.59
67,88.35000000000001
68,171.12
69,92.07000000000001
70,69.75
71,263.19
72,190.65
73,221.34
74,114.39
75,1787.46
76,242.73000000000002
77,555.21
78,181.35000000000002
79,250.17000000000002
80,301.32
81,641.7
82,320.85
83,305.04
84,282.72
85,257.61
86,101.37
87,158.1
88,143.22
89,170.19
90,2635.6200000000003
91,463.14000000000004
92,90.21000000000001
93,1387.5600000000002
94,1490.7900000000002
95,3018.78
96,1521.48
97,1474.0500000000002
98,1973.46
99,1760.49
100,722.61
101,2976.0
102,3376.8300000000004
103,1353.15
104,1195.05
105,1426.6200000000001
106,334.8
107,853.74
108,258.54
109,1780.02
110,480.81
111,239.94000000000003
112,501.27000000000004
113,486.39000000000004
114,99.51
115,961.62
116,1171.8
117,1660.98
118,567.3000000000001
119,3773.01
120,606.36
121,1637.73
122,722.61
123,1969.74
124,2416.1400000000003
125,797.01
126,1084.38
127,1359.66
128,354.33000000000004
129,286.44
130,548.7
131,509.64000000000004
132,436.17
133,1276.89
134,214.83
135,157.17000000000002
136,1374.54
137,353.40000000000003
138,426.87
139,1193.19
140,274.35
141,1067.64
142,132.99
143,1068.5700000000002
144,186.0
145,602.64
146,857.46
147,904.8900000000001
148,279.93
149,215.76000000000002
150,222.27
151,320.85
152,157.17000000000002
153,382.23
154,211.11
155,245.52
156,70.68
157,41.85
158,60.45
159,158.1
160,290.16
161,241.8
162,49.29
163,242.73000000000002
164,53.940000000000005
165,704.94
166,153.45000000000002
167,113.46000000000001
168,196.23000000000002
169,335.73
170,160.89000000000001
